user_id,session_id,timestamp,session_length,messages_sent,feedback_rating,resources_clicked,recommendation_id,recommendation_type,click_through_rate,feedback_score,moderator_id,chat_sessions_moderated,avg_response_time,user_satisfaction_score,assigned_sessions
9edd8d98-9a53-4882-8ede-dfd1dab93cb3,439cbf29-1542-4593-bba0-d573f84976bb,2025-01-05 02:50:08.196804,67,14,4,2,bd43d76e-a542-48cb-b189-14f6f2e2b803,Video,0.32,1.0,6ed567f1-772b-4615-9ca1-5bb42ee7a9c8,413,5.01,5,19
9edd8d98-9a53-4882-8ede-dfd1dab93cb3,439cbf29-1542-4593-bba0-d573f84976bb,2025-01-05 02:50:08.196804,67,14,4,2,238579a2-eb28-40e0-a00b-7af5bf799667,Video,1.0,3.0,222a3d85-66c0-4992-99d2-9b13dc94b9fe,367,13.82,2,17
61c41dad-cd17-47a1-adaf-8002d8175edc,9357d6ba-d3b2-446d-a3ca-b28339e80a84,2024-07-06 17:34:13.920343,117,41,3,2,5908dec6-738b-4140-ab1a-d3ad3435529d,Video,0.23,2.0,5aa83f15-f8fb-4be9-b0d2-271cc5dee961,380,2.7,2,17
61c41dad-cd17-47a1-adaf-8002d8175edc,9357d6ba-d3b2-446d-a3ca-b28339e80a84,2024-07-06 17:34:13.920343,117,41,3,2,a75426e4-930a-40e4-875e-85bb40d07450,Video,0.98,3.0,e7b0cf47-7021-4f5b-86b8-e18843844ab5,294,2.65,2,13
330be30b-5374-4c5d-ab8f-3f8be0368a9d,f4b4aa2f-9eb7-4cc2-a5fb-86b927edd8c2,2024-09-30 06:00:39.663926,66,37,2,2,,,,,2b85b9a1-2d7a-4f6d-978f-2cb21e0447b0,274,14.83,4,12
29ea1c0f-7a04-4322-8879-b9293bfbcaad,8feb88db-11df-45ed-aba4-94b30ea71ae5,2024-04-20 21:40:52.417536,117,14,2,1,,,,,e7b0cf47-7021-4f5b-86b8-e18843844ab5,294,2.65,2,13
7bc1943c-a14a-4b38-b1f8-4afe19930b0b,15dde8c6-04b6-469d-896f-5534388922e1,2024-04-04 10:41:52.343776,62,30,5,2,84669fe2-3636-474a-8e13-7b4b02b35803,Blog,0.12,1.0,59c2aae8-034f-4328-a878-d940f8a503a9,430,28.97,1,19
68a0e599-3f99-4752-a3f3-5f2c69f29444,6ae7a852-c3bf-4f60-a0e4-4d006bb59a82,2024-02-18 16:32:17.867882,67,45,4,0,b5bd4b04-c479-4510-aa21-f20999909039,Podcast,0.31,5.0,8e4cc3b5-70a3-472f-aa37-31cca485d1c9,287,6.15,4,13
273bad05-c8fb-4eb9-b36d-01c96d4d856f,142bdc92-4477-4cdc-9d82-39178ac8f90c,2024-05-16 19:19:32.727101,16,21,2,3,,,,,c554991b-ce5f-4a57-93d2-a3dca90039aa,369,11.41,5,17
dc8f11d0-4e4b-414d-863f-c8bbbe8ed302,7b1b2a75-81d6-4c57-af2b-12b9679d7a98,2024-02-29 22:01:44.055502,51,48,5,3,,,,,94576ad0-2dba-45c2-9eb1-d824c582bfd2,261,9.5,3,12
fd57cd0d-9eeb-4454-8788-75f85da50b5c,4d82ab35-682a-43c4-8a6b-b34e5038ea0d,2024-05-24 18:34:06.013103,6,5,1,4,,,,,92c090af-e40b-4a12-979f-d7ddc810686c,330,12.64,5,15
d204815f-2d0d-4da9-b59c-af99b5302e7e,9701102f-be96-4d3d-be50-c216d44c12cc,2024-07-20 22:56:00.710063,7,19,3,0,aa6b611e-770c-4f80-9956-84cf2e375c9c,Podcast,0.11,3.0,cb260e80-19a6-4ae3-8ad4-7a1334e2269d,269,11.11,2,12
b8263844-ba61-4029-8484-e42f700d64dd,752e3c8f-c17a-4f1b-aba3-d0d29f74c21f,2024-06-26 04:56:09.298585,117,14,5,2,,,,,59c2aae8-034f-4328-a878-d940f8a503a9,430,28.97,1,19
4f7d4058-c6c8-4a2d-8c9f-db7f7ae43819,3c81ee07-8441-41a7-83a3-e6c6fdf16756,2024-03-18 19:30:44.501927,105,26,5,3,f9b02c6f-08a1-4aad-a23c-398114e78991,Video,0.31,4.0,fbb646a1-d8a1-4e20-81d9-d0a921cfbf64,363,7.08,2,16
ed1d2ab9-bfa2-49a6-a900-3528141ecd9a,b0e82187-ea35-4e92-8f76-d5c9830dfffc,2024-04-14 20:21:00.047502,117,4,3,0,,,,,77fc23ba-42ec-486f-8bb0-e9ef1499933a,250,3.41,2,11
89abb104-d5f7-4156-9dc5-137b61ef862b,0e794da9-33dd-4f24-be15-371d17f432ec,2024-01-31 13:27:23.813657,72,32,5,3,,,,,66d496d3-2465-481a-8619-f68829850cdf,478,4.3,4,22
15a002bc-6a86-4344-ac74-509ef390161d,b1e5ca35-3ab5-4a35-aa6d-2747c81df8aa,2024-08-13 09:53:33.661354,85,45,2,2,fa39b2ec-eb7d-46fc-80b3-68f7f9147e43,Video,0.84,5.0,3a644330-7155-4f47-a6c4-d379a6618823,150,17.27,2,7
3f9c7a27-5248-448e-bb49-990f05028097,e6cc2cb3-6b4a-4f54-956a-51ecd1b24764,2024-07-06 07:17:20.495923,63,63,2,4,458f64b3-b456-4977-be65-35763371ebd5,Video,0.82,3.0,9132caa1-bb9e-4a75-9efe-663693ee6180,480,12.15,4,22
abf5ac61-339e-4584-a248-4f40254237b2,d0595087-5beb-4492-a1c6-02d76c08ca50,2024-05-30 21:20:45.506174,117,25,4,4,,,,,3cdba36a-03ce-4f77-8195-83a39fe1470a,163,18.53,3,7
c254ab83-1213-4b94-a850-ecdee64d12f8,f3f1a4ed-cb3f-48ae-bc02-b40d90169016,2024-12-01 20:05:44.026673,7,23,4,4,,,,,c615f178-eb3d-45cc-9b5d-399bed9ce90f,196,5.73,3,9
b1e0d16f-bc38-4b13-8c28-fb1675baf162,554031e5-be17-4452-a44d-79c4c3c11b71,2024-10-11 04:13:31.074101,6,40,2,3,,,,,59c2aae8-034f-4328-a878-d940f8a503a9,430,28.97,1,19
c09c659e-2ae7-4cc0-87d9-209d01982d52,2310dab2-083b-4c1d-b0d6-d6f09d26217c,2024-02-10 00:05:10.788753,115,10,4,0,1bd123ca-c3c2-48a9-b5d8-d4e98fe16171,Video,1.0,2.0,79e74b69-af51-44cf-8df8-5edbbbf6d562,355,14.86,4,16
279d2227-eab7-4d44-afa2-7404e7498247,148a8f9f-52b0-4cec-88e6-d6bc38f46d31,2024-09-28 08:07:57.774820,58,39,5,0,,,,,076915e1-99b4-4968-8331-54350f1102b0,225,15.78,5,10
3b217315-254e-4615-b6ae-8bef79b0c140,d80b1f66-4051-4235-b885-a7c6f4888c54,2024-04-26 06:45:56.288892,91,40,2,0,,,,,3ebd21aa-10ac-45b8-af2d-38a9a5cf17cf,179,2.0,3,8
5e16a83b-29b0-49ea-b011-3403df87c668,ca95a897-2658-46f2-88b4-1643e8e27b02,2024-11-18 01:14:01.768169,105,14,4,3,e7fb2602-3c7b-4915-900a-e4f7e87c3939,Video,0.57,5.0,c7ed4b14-0687-49b2-b929-e3daac3f0ab7,90,17.39,3,4
ea19706d-a85b-41b0-9c12-3c8d76b79f91,af2e3c29-1227-43d8-b7b4-9f28a255b785,2024-11-06 07:26:49.694159,100,32,3,0,,,,,a9257d0d-7007-41bb-a336-5fe0d3a2f1c5,108,2.76,2,5
872ffb52-1c8f-4b72-b220-45eb86a99a66,58b4705a-726f-48bd-8ca4-422df10f2e55,2024-11-04 09:24:05.339388,101,38,3,2,4fbc0212-a0ae-4592-b685-50c713424a89,Blog,0.3,3.0,59c2aae8-034f-4328-a878-d940f8a503a9,430,28.97,1,19
ad10489f-bff2-434b-822b-c55294b35a9f,29785ebd-f0ce-437b-b249-fb51876b9139,2024-02-28 21:56:42.095449,6,42,1,4,,,,,5e26e3e5-d1f8-4803-9810-ecdbf634c080,441,7.48,2,20
e245a20f-a382-4ecc-ba8f-b46fb63f3080,e4f215e3-8d87-4e7c-b3a7-ddff07bda10b,2024-03-20 11:40:49.357186,23,23,2,2,,,,,4acafd75-dcdb-49ca-a2e4-50341a1750bf,475,5.45,3,21
9150d1f3-36c9-456b-b7c3-2cdb21a08c19,e65fe306-3b77-4f58-a16c-634a36092c36,2024-03-03 18:06:22.351452,6,15,5,0,,,,,66d496d3-2465-481a-8619-f68829850cdf,478,4.3,4,22
c27e7f50-aa7a-433e-a75a-7b65f68810b5,e53a4c46-34b5-4686-9c28-841fd5b947fa,2024-11-19 12:06:20.668027,57,33,1,2,9e54bcf5-d8d0-4955-9f76-2f136c72788c,Podcast,0.26,1.0,66d496d3-2465-481a-8619-f68829850cdf,478,4.3,4,22
823c1086-d13a-49bf-883c-a3a27aac47cc,5f7b4df3-3efc-429c-ac8b-b80d844e321c,2024-12-12 12:36:23.850913,57,48,3,0,,,,,4fa1a78d-d849-4e4c-a082-90d2c076f14e,332,11.8,5,15
975e611a-6583-4b04-bf33-c5568f53eeae,cd18d939-18cb-4dda-8df6-ce82dbd680e5,2024-02-26 02:17:54.329550,112,22,3,3,56b3e337-1722-4b5a-9087-f0c73d6ee5d0,Podcast,0.68,4.0,f2085ef9-b916-4e0b-8f97-7dfca18c31ad,493,10.96,3,22
8e54a31a-3673-4307-9643-a67de58f995b,683f0bb6-8eb8-47d1-acd2-ea0dad519c4e,2024-06-29 07:37:41.942957,36,49,4,3,,,,,3bcb2fe1-26e3-491a-8745-5f2791663051,485,17.77,2,22
fc322670-7473-4d32-a9d2-5d9ae1d0cf0c,b3f15837-26f3-4c0c-a92b-cb9badd43485,2024-08-16 03:41:36.664647,74,47,5,3,,,,,0b5b21c1-9399-4205-b595-3645105e6a87,345,11.3,5,16
91ca07d8-fc96-4565-86c5-2acb4c22473e,94c9f16a-9114-4169-9cc5-4db6ddd3c832,2024-07-18 19:01:27.797363,36,2,5,3,,,,,40f605de-7389-4a5e-ae61-8814898679df,116,12.47,2,5
653bf92c-ee60-4bae-95b6-dc1e074c773a,798b5b90-10a5-401b-9f10-47a749876775,2024-07-15 19:08:08.187465,72,21,4,1,,,,,61cb9865-afd7-4eb2-a82c-c77d8546b1c0,102,9.37,2,5
1f56d8a9-1700-4596-ba79-f3ebb9d430d9,afe451ec-4e8f-4659-a9e5-b0da6afeb3d3,2024-09-13 03:08:08.406938,59,40,2,0,85d55b8b-7c97-45b3-a2d1-e221f3afd9f9,Video,0.48,5.0,d32e4b22-fdd1-4a8a-a667-7c4bc226b18f,427,7.08,4,19
75670f7a-afba-4a3a-a7a3-354454e928c4,9e5765cb-77e5-49bf-8818-d1a6de086ca7,2024-03-12 17:40:03.338691,79,40,3,4,2664a885-4507-4231-a3f8-9ae9c10e94da,Video,0.54,4.0,bdc6928a-7809-459e-8369-e1f53da93148,146,15.96,1,7
75670f7a-afba-4a3a-a7a3-354454e928c4,9e5765cb-77e5-49bf-8818-d1a6de086ca7,2024-03-12 17:40:03.338691,79,40,3,4,a23baa87-539b-4609-9804-9d4a30f1db29,Video,0.87,5.0,6ed567f1-772b-4615-9ca1-5bb42ee7a9c8,413,5.01,5,19
4993b026-fdfd-4956-ac30-b6926f20e400,0e1ca90a-8ed7-45bd-abdd-ffec6ca32bf0,2024-07-14 14:22:29.579464,60,39,4,0,0eb6f178-51dd-41de-b81e-e74ef7c52e30,Video,0.81,3.0,45fbb3a6-6964-4ff0-80ee-6261a884f71f,368,12.83,4,17
cb8450fe-aab0-4b3f-b4f7-dc6044d1b25b,40ca3f32-ce4d-432d-b595-23075673243f,2024-10-21 18:52:33.658717,21,6,2,4,a435bd01-ab2b-42b7-ad21-774309c64c27,Blog,0.14,3.0,0b5b21c1-9399-4205-b595-3645105e6a87,345,11.3,5,16
710d0ffb-04b4-4fe0-a747-900762f45d0b,02ca44bf-54f7-4330-924a-7a7c4f2e35c8,2024-05-15 21:48:48.439877,42,6,5,0,,,,,40454813-56e2-437a-865c-43a03b1b6dea,436,5.35,3,20
3611d587-e0d1-4731-83ba-f5669238f0a8,40c24f87-f917-46bf-aa31-ad744402c4a7,2024-08-05 18:02:51.834761,28,3,1,3,,,,,a5eb17c5-6ca1-4f5e-9254-b97785b0680f,28,6.52,2,1
d155ebce-a07e-43e8-b178-9e645db4ae1a,853ef2a5-8e14-4e43-b3ea-ff3ac702ed20,2024-05-10 00:13:38.417309,73,7,5,2,,,,,8e4cc3b5-70a3-472f-aa37-31cca485d1c9,287,6.15,4,13
9cc000c2-6b64-414f-a465-ee2ecd26d22e,3884d4db-f65d-4edf-9c18-aa53e16d9720,2024-12-07 06:00:51.820815,122,10,5,2,dde2327b-f957-4239-b209-28d156b52f78,Podcast,0.29,3.0,c3f76036-879a-4b96-abca-a0fe289bae01,460,13.93,5,21
9cc000c2-6b64-414f-a465-ee2ecd26d22e,3884d4db-f65d-4edf-9c18-aa53e16d9720,2024-12-07 06:00:51.820815,122,10,5,2,2527ad92-cad8-47c4-94e6-e498757ac25b,Podcast,0.37,1.0,34bf3ff2-34d3-4105-966f-ada0b1332093,447,16.7,5,20
9cc000c2-6b64-414f-a465-ee2ecd26d22e,3884d4db-f65d-4edf-9c18-aa53e16d9720,2024-12-07 06:00:51.820815,122,10,5,2,96f837a9-3244-4240-bab1-aad7f7e8c75e,Blog,0.63,4.0,f4938bf3-2a95-4dce-b8f4-03658ef613cd,97,3.24,3,4
ab325248-4061-46ae-afe8-ea72a8ee2465,be2dd6b0-047c-47a5-8d37-c3f37d2e83ca,2024-03-17 18:50:05.137592,74,63,2,1,,,,,2b85ea0c-ec66-4cab-85cc-5128d99e2a17,180,5.35,1,8
b502f4d0-85e9-4e25-9966-827f3e0423f7,bad97437-5b67-4619-b957-caaeb30b3eb1,2024-12-02 06:51:35.744364,108,19,2,4,,,,,c3f76036-879a-4b96-abca-a0fe289bae01,460,13.93,5,21
cc7dc7f3-d430-46ae-9c0a-c2fdf06beade,c0c03d7c-98fa-4abe-a4f4-0292c2f14504,2024-03-23 11:23:28.842528,15,47,2,4,,,,,bc3f54c9-169b-404c-85a2-b31dc3de766f,256,8.68,2,12
70f6a31d-bded-4191-a6da-4fd0534288fa,5788cd8b-dbbc-449a-b32a-3356c10ef24b,2024-06-15 01:11:27.126066,116,43,4,6,,,,,d32e4b22-fdd1-4a8a-a667-7c4bc226b18f,427,7.08,4,19
6ec6409b-0e0f-4922-a442-79586b337c30,2a0221aa-a68c-407c-9ed5-6e972c404b7e,2024-01-13 06:43:36.189337,24,42,2,3,,,,,5c15fc91-8e31-4347-b717-14a4177cbff1,256,8.35,2,12
547bf36d-4332-46b1-a12f-393d87ac7a40,43892a84-8df5-44cc-89da-63af359aa575,2024-03-14 15:58:24.726146,101,30,3,4,7e9d48d9-2a8f-4381-8c79-32a4178eddff,Video,0.53,1.0,f2d417f1-5eb6-4849-9d3a-2c965f0278a6,477,14.77,2,21
547bf36d-4332-46b1-a12f-393d87ac7a40,43892a84-8df5-44cc-89da-63af359aa575,2024-03-14 15:58:24.726146,101,30,3,4,833e7066-d05b-4953-bd49-e4e2e7c528af,Blog,0.14,2.0,48d83eeb-1a3f-446e-afaf-071d837da155,308,9.86,5,14
547bf36d-4332-46b1-a12f-393d87ac7a40,43892a84-8df5-44cc-89da-63af359aa575,2024-03-14 15:58:24.726146,101,30,3,4,b5d3d2a2-f1cc-4334-aeb0-c32f5b31f034,Podcast,0.71,3.0,f23dc20f-15ca-4d77-aca1-56c416729085,110,2.03,4,5
82157b18-3aec-4a0f-a43c-99edc8ce9b1e,3c50a211-c2b9-4ecb-a12f-3c2740d5a228,2024-12-22 19:02:30.478142,92,50,3,2,edcffe64-e0f1-45a4-9528-e1fa09701010,Blog,0.7,1.0,0b5b21c1-9399-4205-b595-3645105e6a87,345,11.3,5,16
e30fb300-c4f0-44c8-9e2b-1a2dab1777b9,abcc2776-d84d-40b5-a848-664b27c6cd12,2024-11-22 03:34:18.673350,63,40,2,4,,,,,fbb646a1-d8a1-4e20-81d9-d0a921cfbf64,363,7.08,2,16
f7c2f138-4518-4354-b85c-d7ee85b44f15,a4701bd5-b2e2-48de-8de5-d40250860d6a,2024-10-07 10:30:28.174148,74,36,2,0,,,,,8da56bb7-e9f4-4617-963c-6ea18d9c900f,383,6.33,2,17
4405822a-f6da-46fe-bee4-844d7bf339f7,0cabc962-c0ec-44dc-9804-7e1d463828c3,2024-12-25 20:47:48.582485,100,37,2,4,dcc75377-5907-4477-b7af-25dbe3cd2d52,Podcast,0.21,4.0,5e26e3e5-d1f8-4803-9810-ecdbf634c080,441,7.48,2,20
2b61ad53-20b8-41c1-9eb7-d7148e7da6d5,ff0eb3ce-a2bb-447c-a21a-bdb95096756b,2024-04-01 18:13:55.314036,97,57,6,6,,,,,bdc6928a-7809-459e-8369-e1f53da93148,146,15.96,1,7
726e9cab-2592-41b0-a58c-38028f718037,9fe8448b-f71e-4e4c-8f5c-f98d628c7246,2024-08-16 05:22:17.129744,7,33,3,0,f14e72b0-5ee2-4cb1-a472-5e36f521ce8a,Video,0.85,1.0,ff08cee3-dd5f-4844-bab1-9c1d2209ff31,164,15.13,2,7
addf762a-cadd-4ba0-9f30-e038a6bf328e,f162e800-1da3-4e31-88db-61c09ee27c85,2024-06-28 15:48:23.204540,24,37,2,4,,,,,076915e1-99b4-4968-8331-54350f1102b0,225,15.78,5,10
43cf0733-a656-4e6e-9fba-eeed53a7b66b,0acb755a-80e1-49c6-bde1-671fbdc2716b,2024-12-01 05:00:11.319178,75,35,4,0,47908dd3-55ed-450b-ac7d-62230cf68e9f,Video,0.3,2.0,b9acd7b6-9fa9-41d3-ab75-f642059ebab6,361,10.57,4,16
f992f77e-d407-46e8-8e35-0e889adf9149,58d54666-19a1-46b4-b9f5-80a116155610,2024-07-10 06:00:25.598615,40,33,1,3,9ac0cdb6-afcd-4ac3-93a5-f0a610a3fa07,Video,0.3,4.0,956a2f33-2b12-469d-8c0d-717929260301,351,11.12,2,16
b656e425-c34f-4434-8bd5-31c8dfe7ae6f,dab74f93-874a-4a83-856d-82564e7bdbff,2024-08-19 06:52:10.201543,23,4,1,2,e74c5240-0c40-47dd-b398-ed07ea57a1bf,Blog,0.63,5.0,5c15fc91-8e31-4347-b717-14a4177cbff1,256,8.35,2,12
6c77e70d-b950-4870-8552-51345afee575,51b91bdd-4ada-4815-a97b-136fde735764,2024-03-25 04:46:42.631872,94,22,3,0,,,,,94576ad0-2dba-45c2-9eb1-d824c582bfd2,261,9.5,3,12
9eb01f03-5543-45e1-b725-f1c54b6b39ae,a2d87dd2-e442-4a5a-a591-129c145665cf,2024-11-05 09:37:25.752119,71,2,5,1,,,,,59c2aae8-034f-4328-a878-d940f8a503a9,430,28.97,1,19
e0d6ac61-854b-476d-99cd-f81617ff3636,fd7f5c18-ce34-4df4-956c-efe636b486b4,2024-09-25 00:21:07.821395,23,15,6,0,,,,,4acafd75-dcdb-49ca-a2e4-50341a1750bf,475,5.45,3,21
742df1c6-e031-42e6-865a-d13705f771ed,e7956a92-e9ad-4c77-a399-c609812fb169,2024-11-20 08:49:48.784106,24,5,2,4,132707fd-e345-405c-8cc8-70b7a8621fcd,Blog,0.83,3.0,222a3d85-66c0-4992-99d2-9b13dc94b9fe,367,13.82,2,17
d68ca9b3-018e-4c9d-a7b4-ad232171eaa3,4d4f7dad-3e76-498c-a291-c4eae921c1bc,2024-08-07 15:01:05.596118,100,10,3,3,,,,,59c2aae8-034f-4328-a878-d940f8a503a9,430,28.97,1,19
5b9642d4-5b60-49c9-9291-ed0769c36720,b5e0cd06-646b-4ab4-955a-f8c570fdbb0b,2024-07-12 05:50:42.033602,75,33,5,3,eb2086ec-d998-45a2-a565-fb3d08bb3cc2,Podcast,0.29,1.0,59c2aae8-034f-4328-a878-d940f8a503a9,430,28.97,1,19
cbff6165-3365-4dd8-8442-660cf6585f94,8574ad1a-54cd-4498-b6f4-651c0dab484c,2024-09-24 17:32:41.232915,56,38,2,0,669eb2e3-d151-44b2-868a-4a779d199095,Video,0.25,5.0,6c21531c-1493-414c-a4c7-8d35a2339fb7,172,19.14,2,8
b7bd9b0b-6790-49b8-9d8c-e289daf1ed46,a62feca1-067d-4975-a4ac-1239469503e0,2024-12-22 06:59:18.140645,130,24,3,3,,,,,12b59496-51e9-4959-a163-93af46ba2280,254,12.44,4,11
1fa7cba6-f411-4a4f-b4c0-afc082aba39e,103ba14b-0bd9-4dec-a978-0823e43b0262,2024-02-05 08:28:10.651938,44,40,1,1,ca98278c-788b-4e16-8a2e-d5f0c9bb5e2a,Blog,0.55,2.0,38790191-59cb-43ec-81aa-41e76ebc3cc3,435,7.08,5,20
1fa7cba6-f411-4a4f-b4c0-afc082aba39e,103ba14b-0bd9-4dec-a978-0823e43b0262,2024-02-05 08:28:10.651938,44,40,1,1,11ea2148-04e0-47c6-be98-abf23f9c5cba,Blog,0.44,1.0,8da56bb7-e9f4-4617-963c-6ea18d9c900f,383,6.33,2,17
1fa7cba6-f411-4a4f-b4c0-afc082aba39e,103ba14b-0bd9-4dec-a978-0823e43b0262,2024-02-05 08:28:10.651938,44,40,1,1,a9958131-515d-43bd-90fc-4305a6a2804d,Podcast,0.62,5.0,a2437979-fdd0-4b73-8fa9-8f05cfee0ebb,320,8.45,5,14
ac566178-501a-4dff-aac1-1ad45df08313,8d90c690-5845-447f-b26e-def4855e2e0c,2025-01-06 06:58:26.374373,52,61,2,3,9a16222a-1212-4866-b4fc-057cdc1af24b,Video,0.18,3.0,4acafd75-dcdb-49ca-a2e4-50341a1750bf,475,5.45,3,21
6f587098-cfe9-449a-b5d2-d78026b389cf,e7f78295-23ff-4f70-afeb-67e08a681509,2024-04-26 05:47:34.488330,43,36,2,4,,,,,79e74b69-af51-44cf-8df8-5edbbbf6d562,355,14.86,4,16
d6f98552-a720-4811-b4b6-899fdd89f207,31bee8c6-6c3f-4957-989e-306b440d492d,2024-10-08 21:32:17.774479,86,45,2,4,dacc48af-14a5-4762-9b18-2f6063405b21,Blog,0.81,2.0,e6c12bb3-d72d-4683-8cb7-a2e408755b3e,331,2.98,4,15
8db07c05-6f1e-4cc9-8cc4-cccb791ad2f1,45cef183-1841-41b9-9167-78fcad089f9c,2024-10-06 00:10:35.341023,108,24,5,2,5ed4ae6d-9fdb-401f-8765-718ab1cd55ce,Podcast,0.32,1.0,f15e58af-4816-4274-af50-d83c52b00c09,371,18.07,5,17
545714e3-3bc4-4a67-88f2-c94417153eef,aa16d4ed-d487-4858-84a3-0f811349decd,2024-11-12 07:32:23.776522,5,22,1,4,deb81a50-bf02-42f9-84c0-b0d5b220f6ee,Blog,0.16,4.0,40f605de-7389-4a5e-ae61-8814898679df,116,12.47,2,5
545714e3-3bc4-4a67-88f2-c94417153eef,aa16d4ed-d487-4858-84a3-0f811349decd,2024-11-12 07:32:23.776522,5,22,1,4,fc52f6fd-9fe1-4285-8d8e-a3d1288551ce,Podcast,0.37,3.0,19a99b44-eb88-433b-adef-f109b2a5b61a,100,7.47,4,5
508edac5-ff3d-40e6-81d7-7fb78c0c8d6f,9b6cc1e2-f2aa-4172-905f-f306bf8d1abc,2024-03-17 21:09:48.385990,15,43,6,0,,,,,222a3d85-66c0-4992-99d2-9b13dc94b9fe,367,13.82,2,17
8784a8ab-f338-44d7-b96f-480b0b0b7e04,83678a5f-62e8-44da-b3d5-87f86c4134ba,2024-06-27 03:10:20.131061,96,8,5,4,,,,,c29eb4ef-b90d-4129-b671-c5429483d85d,215,15.66,2,10
7b12eb10-da03-4f67-b755-49c6226d80a0,0535a929-68ea-41c7-ada2-05769c928c99,2024-05-10 11:10:49.282178,61,5,1,2,1a0ed3e9-d262-4a3a-bd39-7539d2b55cd9,Podcast,0.64,4.0,f2085ef9-b916-4e0b-8f97-7dfca18c31ad,493,10.96,3,22
111a9e61-4f0b-43a2-85bc-ea9b42390f4a,f9e71ae2-fe21-4570-aac1-bcc0b403b59a,2024-05-11 12:03:27.852163,93,29,4,3,,,,,92c090af-e40b-4a12-979f-d7ddc810686c,330,12.64,5,15
b67a8c7a-bebd-4bd2-a277-6a3e6b7d2fe7,c92f1d49-71d5-455a-96da-d9cc0ca5cf21,2024-09-26 13:41:03.929367,54,47,5,3,,,,,48fc97da-a3bd-4be3-af57-df285c9ba00d,251,18.93,2,11
4d480ac5-ea9f-4733-b8bd-d452e4e9c1f3,2251db27-16f9-4066-89ed-c5da1a2e77cf,2024-03-25 07:21:20.791209,27,4,2,3,2337206e-ae60-4ea3-8d61-f84502c428d5,Video,0.24,1.0,c29eb4ef-b90d-4129-b671-c5429483d85d,215,15.66,2,10
4d480ac5-ea9f-4733-b8bd-d452e4e9c1f3,2251db27-16f9-4066-89ed-c5da1a2e77cf,2024-03-25 07:21:20.791209,27,4,2,3,45fee9b1-6001-4c7a-870b-42880d216017,Podcast,0.85,2.0,0b5b21c1-9399-4205-b595-3645105e6a87,345,11.3,5,16
6740c7eb-31e2-475b-bc71-6ae9bedd42b4,8a5b9876-89ec-46e8-9c14-6a960b47445c,2024-09-28 01:50:53.445467,35,12,5,3,dab8761b-2f33-4846-bfac-091c0474d17e,Video,0.21,2.0,9ff5909c-9a7c-4578-a0fa-04ac852170be,386,19.4,4,17
a3cca058-c5ef-4819-9b12-9840f188369e,aadae16a-b423-40d8-ae4f-84f7d5df376a,2024-01-13 02:02:49.310062,117,58,5,3,,,,,5e26e3e5-d1f8-4803-9810-ecdbf634c080,441,7.48,2,20
c8948591-0923-4215-af0f-75ef2095cbf9,e8ee8890-c6b5-41f5-a4bc-fa3093f4e468,2024-09-15 22:48:08.602461,46,3,4,6,,,,,6ed567f1-772b-4615-9ca1-5bb42ee7a9c8,413,5.01,5,19
88d1c1cf-914b-4692-b3a6-05f7f03e3679,51e14bab-ae90-4f1d-8695-86131a93190d,2024-07-28 17:03:03.846375,103,40,3,3,,,,,4acafd75-dcdb-49ca-a2e4-50341a1750bf,475,5.45,3,21
304a68ef-7a74-4b2a-87aa-432df23ceffa,c986c473-e279-4f67-90c6-1c46203baaa6,2024-12-29 06:09:42.733640,13,40,2,3,145acf69-db09-4133-b9d7-aafb57d0fa39,Blog,0.32,5.0,48fc97da-a3bd-4be3-af57-df285c9ba00d,251,18.93,2,11
bdd6fc77-0af1-45df-a17e-2e00c91a8c4b,f610f334-1262-41c8-a1b5-c3fe044d84da,2024-09-18 20:28:56.208862,20,36,5,1,d836b98f-35c3-4e37-be02-612abe04c230,Video,0.92,5.0,99415163-e4a7-44f5-82e5-ebcc6d19ef87,399,3.83,2,18
6c0a26b4-99ca-4cb4-8483-9df172b7efe9,060916bc-f1cf-4b4d-a90c-d4cacf0bafb1,2024-12-02 08:49:29.971415,112,46,2,1,,,,,222a3d85-66c0-4992-99d2-9b13dc94b9fe,367,13.82,2,17
8f7e5595-796b-4cfb-8d24-f19af6a62ffd,806b05b5-cf7b-48e4-8886-0eb943c0609b,2024-08-04 14:46:05.163981,116,26,4,2,,,,,7f8b43f5-0152-4f7a-9faf-ae080017fe9a,358,6.04,2,16
19eee11a-60ce-4f83-901f-dddc47ca236f,eed55068-9766-4792-a6af-a2678f3dc22c,2024-03-09 10:11:16.635034,64,43,5,0,,,,,6964bef5-9070-446c-b4e3-63e71f41712a,237,7.86,2,11
375ad1a9-ba05-4a1a-9ae5-3a3d8ad59883,723f74f6-9993-428f-92fb-200f64709077,2024-11-13 06:58:49.691966,117,27,3,0,44b8fae0-585b-4eec-bee7-66862bcd1b1f,Podcast,0.14,5.0,77fc23ba-42ec-486f-8bb0-e9ef1499933a,250,3.41,2,11
0c850d90-4039-4ac4-9654-1de83c78d7a7,994aecb4-0e02-4c07-a864-944b6ff90478,2025-01-07 05:08:39.788949,7,6,1,0,667d443c-9fe7-4a20-b1c5-9ac6838882e1,Blog,0.74,1.0,e6c12bb3-d72d-4683-8cb7-a2e408755b3e,331,2.98,4,15
